Word;Freq_HAL;I_Mean_RT;I_Zscore
pleasance;114;776.53;-0.14
pleasant;6736;611.03;-0.65
pleasantly;1158;747.6;-0.13
pleasantness;38;949.82;0.46
pleasantry;12;800;0
please;580704;567.38;-0.83
pleased;11563;578.5;-0.67
pleases;929;639.86;-0.48
pleasing;1676;561.09;-0.58
pleasingly;42;829.85;0.17
pleasurable;1050;604.5;-0.52
pleasure;16862;598.35;-0.6
pleasures;1452;648.63;-0.5
pleat;41;813.22;-0.04
pleats;114;811.46;0
plebeian;16;831.33;0.35
plebian;42;804.44;0.21
pledge;2599;594.67;-0.76
pledged;1046;649.37;-0.54
pledges;572;623.26;-0.51
pleistocene;122;809.33;0.56
plenary;755;997.45;42005
plenitude;29;887.05;0.4
plentiful;792;672.15;-0.29
plenty;22730;622.88;-0.54
plethora;960;781.94;0.19
pleural;13;787.25;-0.08
plexiglas;87;794.38;0.35
pliable;307;920.4;0.38
pliant;75;796.07;0.22
plied;41;808.67;-0.02
pliers;730;789.27;0.03
plight;1347;762.18;-0.02
plod;135;740.81;0.03
plodded;43;841.47;0.35
plodding;173;848.68;0.29
plop;495;660.31;-0.4
plopped;214;730.59;-0.09
plosion;0;952.2;0.4
plosive;12;1755.5;18660
plot;17284;623.21;-0.71
plots;4086;610.45;-0.69
plotted;803;618.47;-0.47
plotting;2163;694.74;-0.38
plough;306;906.86;0.49
ploughshare;2;1149;42370
plow;763;587.82;-0.65
plowed;395;695.48;-0.31
plowing;380;748.28;-0.22
plowman's;1;858.68;0.13
plows;154;657.09;-0.35
plowshares;3276;969.22;0.69
ploy;1362;769.36;-0.05
pluck;532;695.89;-0.38
plucked;500;736;-0.17
plucking;281;801.69;-0.02
plucky;313;829.69;0.1
plug;15792;609.44;-0.63
plugged;3881;592.48;-0.65
plugging;1428;678.09;-0.21
plugs;3887;585.38;-0.64
plugugly;1;1755.5;18660
plum;825;655.54;-0.48
plumage;101;832.25;0.53
plumb;340;712.11;-0.29
plumbed;60;781.41;0.06
plumber;402;698.88;-0.41
plumbing;1303;651.59;-0.5
plume;577;715.88;-0.06
plumed;53;793.32;0.1
plummet;305;740.78;0.02
plummeting;148;907.75;0.35
plummy;11;970.89;0.38
plump;498;576.73;-0.61
plumped;24;672.74;-0.35
plumpness;5;762.56;-0.08
plunder;1516;683.39;-0.29
plunderers;27;886.63;0.43
plundering;196;693.52;-0.15
plunge;1425;698.55;-0.39
plunged;1073;644.42;-0.48
plunger;476;675.08;-0.33
plunges;165;732.91;-0.21
plunging;469;715.84;-0.32
plunking;69;733.96;-0.13
plural;1827;753.53;-0.34
pluralism;257;755.76;-0.04
pluralistic;167;973.76;0.49
plurality;394;881.84;0.46
plus;99584;585.44;-0.68
plush;695;667.66;-0.31
pluto;1664;629.61;-0.52
plutonium;2253;906.63;0.4
ply;608;716.14;-0.32
plymouth;2559;636.3;-0.47
plywood;1286;777.06;-0.09
pneumatic;468;842.54;0.37
pneumonia;695;796.53;0.05
poach;46;823.7;-0.02
poacher;69;771.79;-0.16
poaches;1;853.05;0.47
pock;27;678.5;-0.4
pocket;10760;612.79;-0.67
pocketbook;367;703.97;-0.31
pocketbooks;127;820.58;-0.06
pocketed;182;746.91;-0.14
pocketful;81;672.35;-0.22
pocketknife;22;851.31;0.24
pockets;3697;624.03;-0.56
pocket's;7;704.5;-0.31
pockmark;0;934.29;0.57
pod;4308;679.62;-0.37
podiatrist;75;781;0.09
podiatry;17;954.21;0.54
podium;606;728.81;-0.07
pods;956;623.06;-0.44
poe;859;651.57;-0.4
poem;5184;661.38;-0.64
poems;3654;615.06;-0.55
poet;3454;570.3;-0.65
poetic;1433;661.88;-0.32
poetical;63;907.78;0.4
poetics;99;728.34;-0.16
poetry;8869;607.82;-0.71
poetry's;23;786.16;-0.06
poets;1810;573.12;-0.63
poet's;198;683.12;-0.46
poignancy;45;913.28;0.6
poignant;475;710.62;0.05
poignantly;27;911.25;0.37
poinsettia;126;914.18;0.36
point;256288;556.12;-0.74
pointed;19379;633.06;-0.54
pointedly;362;895.66;0.23
pointer;15566;681.34;-0.36
pointers;13503;629.41;-0.53
pointing;12081;627.58;-0.49
pointless;4454;624.18;-0.55
points;95563;625.55;-0.64
poise;231;717.26;-0.26
poised;1153;637.78;-0.39
poises;1;695.07;-0.09
poison;5095;556.06;-0.71
poisoned;1096;731;-0.29
poisoning;1751;693;-0.25
poisonous;1356;887.45;0.22
poisons;793;602.74;-0.61
poke;2583;703.84;-0.37
poked;888;617.97;-0.52
poker;4519;636.56;-0.53
pokerfaced;3;953.81;0.48
pokes;411;685.73;-0.19
poking;1641;702.19;-0.28
poky;56;840.38;0.42
polack;65;977.56;0.37
poland;5372;699.12;-0.44
poland's;106;803.79;-0.03
polar;3651;642.66;-0.53
polaris;572;690.59;-0.22
polarities;161;993.74;0.54
polarity;4316;761.07;-0.1
polarization;649;863.36;0.31
polarize;146;694.85;-0.39
polarized;637;657.34;-0.35
polarizing;179;727.97;-0.04
polaroid;636;726.19;-0.25
pole;5730;577.09;-0.78
polecat;38;845.44;0.37
polemic;226;906.56;0.38
polemical;110;1010.67;0.74
polemics;184;789;0.45
poles;2877;681.73;-0.46
police;48000;564.92;-0.75
policed;220;785.42;0
policeman;1453;680.73;-0.48
policeman's;110;789.24;-0.11
policemen;1012;797.39;-0.26
policemen's;24;800.59;-0.04
policewoman;60;810;-0.07
policies;15119;717.35;-0.1
policing;796;821.69;0.26
policy;47846;703.07;-0.36
poling;114;842.89;0.37
polio;1469;779.84;0.04
polish;6046;635.47;-0.55
polished;1988;658.18;-0.44
polishes;95;718.24;-0.34
polishing;754;652.03;-0.46
polite;5981;640.69;-0.5
politely;2377;701.64;-0.27
politeness;740;764.27;-0.13
politic;439;790.84;-0.03
political;68811;628.85;-0.51
politicalize;7;1021.21;0.64
politically;7113;785.39;0.01
politician;3126;705.71;-0.35
politicians;9755;729.94;-0.16
politicization;69;1078.41;0.87
politicize;34;1045.86;0.75
politicos;887;948.8;0.75
politics;20224;693.66;-0.38
polities;28;788.8;0.04
polka;512;691.14;-0.29
poll;7921;650.91;-0.48
polled;729;872.92;0.31
pollen;868;667.72;-0.31
pollinate;45;925.25;0.43
pollination;117;950.56;0.63
polling;1586;854.97;0.12
pollock;422;819.39;-0.01
pollock's;24;860.19;0.26
polls;3411;659.21;-0.39
pollster;224;841.07;0.44
pollutant;105;951.68;0.56
pollute;628;775.54;-0.19
polluted;624;792.19;-0.14
pollution;4960;746.35;-0.31
polly;1364;695.2;-0.28
pollyanna;125;1002.12;0.64
polo;1407;603.73;-0.56
poltergeist;1771;1048.65;0.79
polyandrous;15;1321.87;45108
polyandry;38;1028.33;0.91
polycrystalline;16;1156.25;23743
polyester;715;751.65;-0.15
polyesters;41;753.35;-0.02
polygamous;151;950.18;0.54
polygamy;831;902.62;0.52
polygon;2123;840.29;0.29
polygynous;24;1084.09;47119
polymer;1240;845.57;0.1
polymerization;72;1005.68;0.82
polymers;752;796.8;0.14
polymorphous;15;1124.91;0.65
polynomial;715;932.55;0.55
polynomials;316;1071.44;0.77
polyp;116;809.57;0.47
polyphosphate;7;1147.38;44927
polypropylene;169;1199.92;44927
polystyrene;169;1043.89;0.96
polysyllabic;30;1176.93;45078
polysyllable;0;1191.69;13516
polytheism;113;905.97;0.3
polytheistic;110;1092.46;45108
polyunsaturated;62;1086.83;44927
polyurethane;563;1045.18;45231
pomegranate;91;870.48;0.71
pomp;139;640;-0.31
pompadour;33;1017.88;0.8
pompeii;127;920.15;0.59
pompeii's;0;925.06;0.62
pompey;67;831.17;0.34
pompom;9;856.12;0.56
pompons;5;974.14;0.36
pomposity;85;897.81;0.45
pompous;1043;786.22;0.09
pompously;40;1002;0.68
pompousness;9;926.25;0.64
poncho;250;695.09;-0.24
pond;3604;560.03;-0.72
ponder;1467;655.64;-0.51
ponderable;61;990.19;0.81
pondered;563;725.41;-0.17
pondering;958;659.94;-0.41
ponderous;164;847.47;-0.04
ponds;590;664.54;-0.52
pong;948;724.12;-0.1
ponies;347;736.33;-0.24
pontiac;1769;716.44;-0.18
pontiff;132;808.7;0.6
pontifical;532;898.25;0.3
pontificate;245;956.44;0.73
pontificates;52;1085.45;0.99
pontoon;94;922.17;0.31
pony;2249;644.67;-0.56
pony's;25;679.22;-0.33
ponytail;309;648.59;-0.27
pooch;156;761.03;-0.02
poodle;743;661.68;-0.46
poof;582;804.14;-0.12
poofy;48;899.38;0.32
pooh;1428;736.97;-0.08
pool;16200;581.06;-0.74
pooled;3868;626.88;-0.56
pooling;310;704.56;-0.15
poolroom;5;824;0.23
pools;3288;640.22;-0.57
pool's;31;625.52;-0.57
poop;1093;712.89;-0.23
poor;53482;588.12;-0.77
poorer;1539;657.18;-0.43
poorest;918;783.21;-0.1
poorhouse;39;788.88;0.03
poorly;6905;556.69;-0.78
pop;22982;562.42;-0.74
popcorn;949;621.06;-0.55
pope;8144;644.26;-0.5
popes;407;746.93;-0.08
pope's;377;688;-0.49
popgun;9;847.25;0.08
poplar;307;597.12;-0.44
poplin;7;846;0.28
popped;2639;677.63;-0.45
popper;723;679.73;-0.25
poppies;198;655.43;-0.31
popping;2189;739.29;-0.11
poppy;934;685.94;-0.36
poppycock;104;837.9;0.11
poppyseed;32;680.53;-0.19
pops;3962;624.73;-0.52
pop's;96;664.67;-0.37
populace;2005;769.59;-0.01
popular;41161;601.7;-0.71
popularism;1;882.47;0.18
popularity;5095;693.76;-0.28
popularization;45;835.03;0.18
popularize;118;838.5;0.17
popularly;360;921.38;0.23
populate;432;733.86;-0.21
populated;1875;723.94;-0.34
population;33381;675.76;-0.35
populations;4324;769.88;-0.2
populism;136;717.1;-0.05
populist;786;746.7;-0.15
populous;670;825.38;0.19
porcelain;680;835.04;0.14
porch;1680;677.29;-0.51
porches;114;717.38;-0.08
porcupine;547;805.61;0.07
porcupines;58;955.28;0.64
pore;415;747.23;-0.18
pored;120;737.67;-0.08
pores;306;696.55;-0.26
poring;119;798.44;0.11
pork;2767;603.28;-0.64
porker;88;787.18;0.09
porky;346;703.25;-0.27
porn;6587;658.91;-0.41
pornographer;121;916.29;0.58
pornographic;1121;990.75;0.63
pornography;5076;763.12;0.09
porous;361;782.63;0.45
porpoise;132;766.95;0
porpoises;57;877.75;0.44
porridge;240;995.13;0.64
port;62053;647.18;-0.47
portable;13348;685.34;-0.3
portage;327;912.33;0.26
portal;2171;620.58;-0.47
portended;9;876.5;0.32
portents;220;1054.67;0.68
porter;3567;756.23;-0.03
porterhouse;19;1040.64;0.6
porters;251;698.1;-0.21
porter's;112;839.13;0.07
portfolio;4415;662.28;-0.17
porthole;61;674.63;-0.14
portico;62;791.11;0.41
portion;15690;660.32;-0.43
portions;4848;669.66;-0.37
portland;10701;650.62;-0.48
portland's;69;770.21;-0.16
portly;63;833.67;-0.03
portrait;2688;718.93;-0.3
portraits;1007;758.28;-0.25
portraiture;60;1005.75;0.58
portray;1699;704.16;-0.27
portrayal;1102;688.69;-0.21
portrayed;2351;650.84;-0.34
portraying;750;879.09;0.08
portrays;516;681.81;-0.37
ports;15823;683.77;-0.27
portugal;3724;811.03;-0.09
portuguese;2660;694.3;-0.31
pose;4365;711.73;-0.38
posed;2737;623.26;-0.48
poseidon;301;946.73;0.55
poser;506;710.42;-0.32
poses;2115;711.03;-0.29
posh;313;716.96;-0.21
poshest;1;1755.5;18660
posing;1611;711.76;-0.29
posit;482;799;0.17
position;144944;625;-0.54
positional;312;878.16;0.2
positioned;2113;757.58;-0.04
positions;46803;668.03;-0.34
positive;27619;643.32;-0.41
positively;3284;779.66;-0.01
positivism;106;893.39;0.34
positivist;89;958.35;0.42
positivists;40;942.58;0.54
positron;305;961.55;0.8
posse;785;779.71;0.09
posses;600;712.96;-0.36
posse's;5;965.96;0.81
possess;6915;742.56;-0.22
possessed;2278;792.48;-0.17
possesses;1194;764.52;-0.09
possessing;1087;748.72;-0.09
possession;6706;800.38;-0.12
possessions;1200;794.72;-0.09
possessive;462;753.97;0.09
possessor;134;726.29;-0.15
possibilities;8627;829.38;0.01
possibility;22286;719.44;-0.3
possible;159908;623.06;-0.59
possibly;40285;625.15;-0.58
post;275951;612.27;-0.66
postage;18563;771.7;-0.02
postal;14716;652.41;-0.58
postbag;5;813.85;0.3
postbox;58;676.27;-0.45
postcard;1782;666.94;-0.49
postcards;2226;600;-0.62
postcode;104;872.44;0.41
postdate;26;754.32;-0.04
posted;133985;718.14;-0.45
poster;24836;637.71;-0.5
posterior;461;769.44;-0.03
posterity;846;853.72;0.42
posters;11537;664.76;-0.44
postgraduate;780;968.19;0.61
posthumous;148;810.69;0.3
posting;130213;761.26;-0.22
postman;396;653.59;-0.48
postmark;177;682.82;-0.35
postmarked;695;702.11;-0.26
postmaster;3959;698.24;-0.25
postmasters;218;791.1;-0.18
postmaster's;28;754.56;0.06
postmen;33;791.78;-0.04
postmortem;53;965.77;0.63
postpone;641;707.59;-0.31
postponed;1088;730.25;-0.19
postponement;212;991.83;0.71
postponing;171;926;0.18
posts;64803;612.09;-0.54
postscript;19587;800.06;0.25
postulant;5;851;0.43
postulate;1215;743.56;-0.14
postulated;548;808.81;0.21
postulates;720;909.88;0.45
posture;1909;655.76;-0.54
postures;243;696.18;-0.3
postwar;457;757;-0.24
posy;46;777.06;0.07
pot;13161;535.79;-0.92
potable;152;731.44;0.25
potash;88;786.88;0.34
potassium;1372;737.9;-0.09
potato;3178;749.2;-0.22
potatoes;2572;716.52;-0.19
potbellied;28;894.83;0.42
potbelly;30;849.41;0.27
potboiler;11;895.68;0.48
potboilers;13;1020.46;0.57
potency;877;698.96;-0.18
potent;1932;607.18;-0.6
potential;37846;651.88;-0.47
potentialities;75;1068.77;11324
potentiality;76;978.34;0.41
potentially;7034;770.03;-0.1
potentials;862;728.94;-0.28
potentiometer;156;1245.33;22282
pothead;46;790.71;-0.06
pothole;154;718.81;-0.15
pothouse;0;802.33;0.26
potion;2406;785.22;-0.08
potions;769;880.93;0.23
potlatches;0;997.57;45108
potluck;235;686.28;-0.25
potomac;1181;778.68;0.03
potpourri;152;838.32;0.2
pots;2565;656.26;-0.51
potshot;18;781;0.11
potted;379;700.48;-0.26
potter;1888;661.52;-0.31
potters;76;778.6;-0.04
pottery;940;700.74;-0.39
potting;218;694.55;-0.35
potty;683;671.46;-0.36
pouch;831;627.1;-0.54
pouches;262;717.84;-0.08
poultice;24;864.33;0.92
poultices;5;1088.25;19725
poultry;1098;703.48;-0.24
pounce;859;662.85;-0.47
pound;7611;591.03;-0.7
pounded;876;737.97;-0.41
pounding;2014;655.56;-0.46
pounds;14163;596.19;-0.75
pour;11348;607.88;-0.69
poured;2354;644.84;-0.45
pouring;1969;680.06;-0.33
pours;506;656.72;-0.43
pout;334;872.13;0.4
pouted;106;868.3;0.13
poverty;7521;654.69;-0.38
powder;8025;662.39;-0.42
powdered;1429;755.58;-0.27
powderpuff;12;957.82;0.34
powders;681;721.24;-0.23
powdery;178;880.13;0.12
power;187656;604.41;-0.7
powerboat;82;626.36;-0.43
powered;5514;685.61;-0.25
powerful;32105;638.64;-0.58
powerfully;444;719.59;-0.24
powerfulness;6;856.31;0.05
powerhouse;1053;694.03;-0.34
powerless;1217;595.72;-0.59
powerplants;92;756.03;0.03
powers;18275;560.68;-0.76
power's;222;646.94;-0.49
powwow;158;876.56;0.44
pox;1212;797.52;-0.07
practicability;15;1003;0.87
practicable;319;774.32;0.23
practical;18212;646.53;-0.48
practicality;397;941.46;0.41
practically;7212;796.76;-0.01
practice;44294;644.45;-0.55
practiced;3759;801.39;-0.09
practices;11917;769.75;-0.07
practician;3;1145.46;0.88
practicing;5096;835.32;0.19
practised;541;853.69;0.47
practising;603;1114;44562
practitioner;1519;838.34;0.36
practitioners;2504;1049.48;0.53
pragmatic;1181;742.69;-0.11
pragmatism;588;955.5;0.46
pragmatist;193;1000.67;0.52
prague;1566;669.91;-0.22
prairie;1563;792.9;0.01
praise;5984;600.79;-0.7
praised;1539;699.22;-0.49
praises;777;646.72;-0.45
praiseworthy;159;891.09;0.28
praising;850;795.58;-0.12
praline;26;850.61;0.43
pram;931;909.5;0.49
prams;24;770.8;0.39
prance;84;812.3;0.01
prancing;149;798.68;0.09
prank;1114;678.55;-0.48
pranks;398;783.63;-0.09
prankster;176;759.5;0.12
prattle;198;687.22;0.14
prawn;69;831.44;0.26
pray;9582;623.63;-0.59
prayed;1168;579.56;-0.7
prayer;10237;593.94;-0.73
prayerbooks;7;966.59;0.66
prayerful;52;894.93;0.25
prayerfully;151;815.5;0.33
prayers;3206;689.15;-0.47
praying;2646;624.66;-0.69
preach;2490;676.45;-0.36
preached;928;707.5;-0.15
preacher;3502;634.12;-0.5
preachers;778;688.85;-0.41
preaches;379;774.8;-0.12
preaching;2001;751.16;-0.16
preamble;1053;856.17;0.12
preambles;21;831.08;0.5
prearrange;9;1024.07;0.69
prearranged;173;790.15;0.29
prearrangement;6;971.88;0.63
precarious;338;853.55;0.2
precariously;128;921.3;0.48
precast;24;979.73;0.51
precaution;636;802.48;0.2
precautionary;186;1014.62;0.61
precautions;2384;737.4;-0.13
precede;690;715.13;-0.14
preceded;1483;757.24;0.08
precedence;1501;974.96;0.39
precedent;2839;733.39;-0.16
precedents;533;756.94;-0.03
precedes;401;818.31;0.05
preceding;3128;729.97;-0.34
precept;187;804.38;0.18
preceptor;144;874.07;0.29
precepts;554;808.86;0.17
precession;351;776.54;-0.03
precinct;446;812.88;0.24
precincts;140;1036.33;0.57
precious;6432;693.44;-0.32
precipice;147;909.23;0.7
precipitate;463;984.5;0.41
precipitated;319;901.33;0.48
precipitating;150;1027.38;0.75
precipitation;564;940.76;0.5
precipitous;104;1006.35;0.64
precise;6777;665.72;-0.41
precisely;10033;659.71;-0.38
precision;5810;679.5;-0.33
preclude;1284;792.92;-0.11
precluded;269;910.56;0.35
precocious;173;890.83;0.29
precociously;3;967;0.72
precocity;3;1044.13;0.78
precognition;98;974.31;0.64
preconceive;4;1080.15;44986
preconceived;996;948.93;0.7
preconception;52;1117.29;44927
preconceptions;303;1078.07;0.97
precondition;297;956.3;0.6
preconditioned;16;1150.83;45139
preconditions;223;993.57;0.54
preconscious;10;954.54;0.59
precook;4;981.6;0.62
precooked;19;856;0.23
precursor;6130;765.5;0.13
precursory;8;939.19;0.49
precut;28;967.29;0.62
predator;2646;628.27;-0.5
predatory;465;815;0.08
predecessor;1098;779.7;0.06
predecessors;929;895.57;0.31
predestination;273;1004.41;0.79
predestine;8;1001.95;0.45
predestined;173;848.52;0.36
predetermination;26;1215.13;42370
predetermine;29;1084.62;44986
predetermined;648;991.13;0.56
predicament;790;933.48;0.41
predicate;538;905.32;0.32
predict;6049;621.55;-0.49
predictability;303;821.65;0.32
predictable;2623;757.12;-0.08
predictably;621;851.88;0.16
predicted;4746;694.18;-0.3
predicting;1549;759.09;-0.05
prediction;5401;833.5;-0.1
predictions;4051;764.56;-0.2
predictive;774;786.9;0.18
predictor;1152;835.89;0.1
predictors;325;870.81;0.34
predicts;1068;664.47;-0.49
predigest;2;1215.31;44197
predigested;27;1030.32;0.96
predilection;102;957.85;0.92
predilections;58;1096;12420
predispose;90;897.6;0.64
predisposed;301;905.34;0.41
predisposition;419;1099.41;45231
predispositions;59;1010.46;0.92
predominance;102;909.39;0.48
predominant;564;789.09;0.09
predominantly;1474;971.91;0.53
predominate;1047;831.48;0.16
predominated;55;974;0.42
predominately;380;982.64;0.41
predominates;57;998.85;0.55
predominating;50;1014.8;0.63
predomination;1;840.65;0.52
preemployment;10;1150.05;44197
preempt;236;808.05;0.46
preemptively;281;1011;0.69
preen;119;697.69;-0.08
preening;73;760.15;0.15
prefab;110;750.25;0.13
prefabricate;0;1078.18;42370
prefabricated;40;1075.75;0.94
prefabrication;3;1059.08;44927
preface;1280;692.55;-0.4
prefaced;234;829.21;0.11
prefer;43552;665.88;-0.34
preferable;3192;866.61;0.03
preferably;11663;962.03;0.39
preference;11441;679.58;-0.24
preferences;8341;768.41;-0.2
preferential;894;899.57;0.52
preferment;3;1239.47;44927
preferred;28255;662.41;-0.47
preferring;693;730.97;0.15
prefers;2439;637.21;-0.49
prefigure;8;1170.58;45139
prefix;2797;717.91;-0.24
prefixes;496;675.09;-0.26
preflight;114;961.8;0.52
pregnancy;8664;676.63;-0.48
pregnant;10439;597.29;-0.57
preheat;509;822.53;0.06
prehistoric;620;917.1;0.24
prehistorical;10;852.1;0.35
prehistory;192;853.06;0.33
prejudge;77;735.56;-0.21
prejudged;31;761.56;-0.02
prejudgement;17;818.42;0.23
prejudice;5633;722.18;-0.21
prejudiced;973;772.34;-0.05
prejudices;1536;757.28;-0.19
prejudicial;296;818.45;0.1
prelim;121;1175.14;0.72
preliminaries;198;843.24;0.56
preliminary;5421;767.25;-0.01
preliterate;6;1272.17;44958
prelude;1405;706.94;-0.28
preludes;192;786.34;-0.01
premarital;227;931.22;0.4
premature;1730;793.41;-0.1
prematurely;783;781.78;0.2
premeditate;3;976.54;0.78
premeditation;56;899.24;0.73
premier;7834;850.46;0.23
premiere;4070;712.23;-0.21
premieres;192;820.73;0.28
premise;5281;722.97;-0.25
premises;2651;810.74;0.1
premium;4779;716.93;-0.24
premiums;982;889.75;0.35
premix;21;947.09;0.44
premonition;114;999.37;0.68
premonitions;70;1198.84;0.91
premonitory;4;1006.35;0.75
prenatal;1019;866.36;0.29
preoccupation;310;724.32;-0.16
preoccupations;42;797.94;0.25
preoccupied;512;725.38;-0.15
preoccupies;2;816.61;0.16
preoccupy;41;899.54;0.44
preordain;0;968.62;0.85
preordainment;0;1238.73;26299
preordination;0;993.5;41275
prep;2176;667.32;-0.45
prepack;9;860.2;0.38
prepackage;1;1000.78;0.65
prepackaged;114;942.66;0.49
preparation;7067;808.53;-0.01
preparations;1365;818.97;0.12
preparative;17;860.2;0.54
preparatory;391;856.7;0.21
prepare;11056;677.88;-0.31
prepared;21850;659.13;-0.38
preparedness;382;904.07;0.36
prepares;1049;705.32;-0.29
preparing;5866;676.42;-0.51
prepay;953;831.29;0.1
prepayment;423;908.44;0.35
preponderance;304;1182.4;45078
preponderantly;1;1297.5;28856
preponderate;0;1072.15;0.92
preponderating;1;1233.13;41275
preposition;316;890.5;0.41
prepositional;46;942.26;0.49
prepossess;0;1049.92;45231
preposterous;690;930.67;0.45
preprepared;14;740.5;-0.04
prepubescent;140;1058.59;0.83
prerecord;0;1166.62;41640
prerequisite;996;888.14;0.73
prerogative;369;996.1;0.81
prerogatives;114;1076.11;47119
presbyterian;757;847.12;0.15
presbyterianism;7;1001.86;0.97
preschool;670;719.76;-0.15
preschooler;29;773.29;0.15
prescribe;1358;843.88;-0.08
prescribed;2710;739.52;-0.06
prescribes;208;762.78;0.04
prescript;3;881.58;0.27
prescription;2444;751.91;-0.06
prescriptions;464;751.86;-0.08
prescriptive;167;925.97;0.51
presence;23804;674.78;-0.32
presences;129;749.44;-0.16
present;65134;654.13;-0.52
presentable;208;768.68;-0.18
presentation;12698;645.48;-0.35
presentational;22;961.14;0.52
presentations;5466;779.44;0.07
presented;19752;689.24;-0.35
presenter;642;675.38;-0.34
presentiment;9;1189.52;42736
presenting;4058;770.91;-0.28
presently;6963;695.52;-0.38
presentness;1;732.23;0.02
presents;9524;673.7;-0.44
preservation;3765;847.27;0.25
preservative;230;862.44;0.68
preserve;6306;671.33;-0.25
preserved;3097;669.68;-0.36
preserver;111;776.16;0.06
preserves;731;796.94;-0.05
preserving;2128;783.38;0.02
preset;702;762.75;0.09
preshrunk;15;921.13;0.31
preside;224;769.28;0.03
presided;397;889.89;0.46
presidency;2638;855.91;0.05
president;74841;709.67;-0.41
presidential;6168;831.03;0.01
presidents;2918;777.74;-0.18
president's;3437;654.35;-0.43
presides;78;768.65;0.04
presiding;425;889.7;0.43
presley;1032;802.55;0.11
press;77897;570.06;-0.73
pressed;8697;646.33;-0.54
presser;139;742.91;-0.13
presses;1898;823.89;0.11
pressing;8070;624.79;-0.51
pressman;602;804.65;0.06
pressure;28433;631.56;-0.53
pressures;2792;686.73;-0.32
pressurization;44;1139.08;44958
pressurize;60;798.5;0.22
prestige;1702;690.53;-0.27
prestigious;1756;744.06;-0.04
presto;1256;713.23;-0.27
presumable;59;936.88;0.11
presumably;9431;807.62;0.2
presume;5570;706.42;-0.27
presumed;1943;727.64;-0.24
presumes;579;766.12;-0.07
presuming;720;839.58;0.1
presumption;1218;808.81;0.06
presumptions;224;897.7;0.27
presumptive;108;1067.67;0.62
presumptuous;386;958.47;0.59
